url,label
http://update-amazon-100.xyz,phishing
https://google.com/page78,legitimate
http://verify-bank-768.xyz,phishing
http://secure-paypal-913.xyz,phishing
http://account-paypal-196.xyz,phishing
http://account-bank-716.xyz,phishing
http://update-facebook-120.xyz,phishing
https://microsoft.com/page90,legitimate
http://update-apple-926.xyz,phishing
http://signin-amazon-877.xyz,phishing
http://verify-paypal-211.xyz,phishing
https://amazon.com/page54,legitimate
https://google.com/page76,legitimate
http://login-bank-353.xyz,phishing
http://account-paypal-608.xyz,phishing
http://secure-amazon-322.xyz,phishing
https://google.com/page72,legitimate
http://account-amazon-423.xyz,phishing
http://account-apple-303.xyz,phishing
http://account-google-997.xyz,phishing
https://github.com/page40,legitimate
http://secure-google-458.xyz,phishing
https://google.com/page99,legitimate
https://microsoft.com/page60,legitimate
https://wikipedia.org/page32,legitimate
https://github.com/page69,legitimate
http://secure-facebook-705.xyz,phishing
http://update-bank-212.xyz,phishing
https://google.com/page69,legitimate
http://secure-paypal-339.xyz,phishing
http://login-google-603.xyz,phishing
https://amazon.com/page100,legitimate
http://login-paypal-911.xyz,phishing
https://amazon.com/page77,legitimate
http://verify-facebook-580.xyz,phishing
https://wikipedia.org/page15,legitimate
http://login-google-664.xyz,phishing
http://secure-amazon-801.xyz,phishing
https://amazon.com/page60,legitimate
http://signin-amazon-751.xyz,phishing
https://wikipedia.org/page7,legitimate
http://verify-google-733.xyz,phishing
http://secure-amazon-679.xyz,phishing
http://account-paypal-173.xyz,phishing
https://github.com/page62,legitimate
http://update-bank-201.xyz,phishing
https://wikipedia.org/page22,legitimate
https://amazon.com/page24,legitimate
https://github.com/page2,legitimate
https://github.com/page44,legitimate
http://verify-bank-204.xyz,phishing
https://amazon.com/page61,legitimate
http://signin-google-471.xyz,phishing
http://update-paypal-790.xyz,phishing
https://wikipedia.org/page18,legitimate
https://github.com/page38,legitimate
https://microsoft.com/page14,legitimate
https://microsoft.com/page60,legitimate
https://github.com/page80,legitimate
http://signin-google-746.xyz,phishing
https://amazon.com/page21,legitimate
https://google.com/page90,legitimate
http://secure-google-194.xyz,phishing
http://update-paypal-514.xyz,phishing
http://secure-amazon-866.xyz,phishing
http://verify-google-471.xyz,phishing
https://google.com/page24,legitimate
https://amazon.com/page81,legitimate
https://amazon.com/page30,legitimate
https://wikipedia.org/page50,legitimate
https://wikipedia.org/page27,legitimate
http://account-facebook-872.xyz,phishing
http://login-facebook-864.xyz,phishing
https://wikipedia.org/page98,legitimate
http://update-apple-133.xyz,phishing
http://secure-facebook-495.xyz,phishing
http://secure-apple-232.xyz,phishing
https://wikipedia.org/page36,legitimate
http://login-facebook-974.xyz,phishing
http://signin-google-110.xyz,phishing
https://microsoft.com/page89,legitimate
http://signin-apple-761.xyz,phishing
https://google.com/page60,legitimate
http://login-facebook-907.xyz,phishing
http://update-paypal-889.xyz,phishing
https://github.com/page99,legitimate
https://github.com/page95,legitimate
https://wikipedia.org/page24,legitimate
https://amazon.com/page68,legitimate
http://login-apple-591.xyz,phishing
https://google.com/page23,legitimate
http://verify-bank-538.xyz,phishing
https://wikipedia.org/page61,legitimate
http://secure-facebook-443.xyz,phishing
https://microsoft.com/page29,legitimate
http://signin-paypal-881.xyz,phishing
https://amazon.com/page69,legitimate
https://github.com/page20,legitimate
http://account-google-921.xyz,phishing
http://verify-facebook-497.xyz,phishing
http://verify-google-441.xyz,phishing
http://verify-amazon-857.xyz,phishing
https://github.com/page57,legitimate
http://login-bank-955.xyz,phishing
http://login-google-948.xyz,phishing
https://amazon.com/page97,legitimate
http://login-facebook-127.xyz,phishing
https://google.com/page49,legitimate
http://verify-facebook-651.xyz,phishing
https://wikipedia.org/page41,legitimate
https://google.com/page85,legitimate
https://wikipedia.org/page54,legitimate
http://account-amazon-758.xyz,phishing
https://google.com/page78,legitimate
https://microsoft.com/page33,legitimate
http://login-google-373.xyz,phishing
http://account-paypal-974.xyz,phishing
http://login-bank-247.xyz,phishing
https://microsoft.com/page56,legitimate
http://signin-bank-105.xyz,phishing
https://wikipedia.org/page48,legitimate
https://wikipedia.org/page21,legitimate
https://microsoft.com/page87,legitimate
https://github.com/page93,legitimate
https://github.com/page93,legitimate
https://microsoft.com/page27,legitimate
https://amazon.com/page56,legitimate
https://github.com/page19,legitimate
http://update-bank-917.xyz,phishing
https://wikipedia.org/page68,legitimate
https://microsoft.com/page54,legitimate
http://login-paypal-182.xyz,phishing
http://update-amazon-779.xyz,phishing
http://update-apple-560.xyz,phishing
https://google.com/page89,legitimate
http://update-google-600.xyz,phishing
http://login-facebook-104.xyz,phishing
https://amazon.com/page71,legitimate
http://account-apple-423.xyz,phishing
http://verify-facebook-687.xyz,phishing
http://verify-apple-102.xyz,phishing
https://amazon.com/page51,legitimate
https://wikipedia.org/page75,legitimate
https://amazon.com/page10,legitimate
https://wikipedia.org/page52,legitimate
https://wikipedia.org/page65,legitimate
https://google.com/page34,legitimate
https://github.com/page23,legitimate
https://wikipedia.org/page14,legitimate
http://secure-paypal-203.xyz,phishing
http://secure-bank-444.xyz,phishing
https://microsoft.com/page68,legitimate
https://wikipedia.org/page39,legitimate
http://login-bank-448.xyz,phishing
http://account-apple-256.xyz,phishing
http://secure-amazon-415.xyz,phishing
https://github.com/page29,legitimate
http://update-paypal-152.xyz,phishing
https://wikipedia.org/page41,legitimate
http://account-google-313.xyz,phishing
http://account-bank-387.xyz,phishing
https://amazon.com/page84,legitimate
http://account-facebook-932.xyz,phishing
https://wikipedia.org/page81,legitimate
http://secure-paypal-557.xyz,phishing
https://amazon.com/page39,legitimate
https://microsoft.com/page82,legitimate
https://github.com/page67,legitimate
https://microsoft.com/page87,legitimate
http://verify-apple-703.xyz,phishing
https://github.com/page91,legitimate
https://microsoft.com/page36,legitimate
http://update-apple-608.xyz,phishing
http://login-paypal-906.xyz,phishing
http://verify-bank-264.xyz,phishing
http://verify-bank-210.xyz,phishing
https://microsoft.com/page68,legitimate
https://microsoft.com/page29,legitimate
http://update-google-886.xyz,phishing
https://microsoft.com/page96,legitimate
http://update-apple-127.xyz,phishing
http://verify-apple-841.xyz,phishing
https://amazon.com/page91,legitimate
https://google.com/page59,legitimate
http://login-apple-162.xyz,phishing
http://update-bank-703.xyz,phishing
https://google.com/page93,legitimate
https://microsoft.com/page17,legitimate
http://update-paypal-475.xyz,phishing
http://login-facebook-101.xyz,phishing
https://google.com/page42,legitimate
https://wikipedia.org/page97,legitimate
https://github.com/page9,legitimate
https://microsoft.com/page59,legitimate
http://signin-bank-291.xyz,phishing
https://microsoft.com/page95,legitimate
http://signin-paypal-719.xyz,phishing
https://amazon.com/page26,legitimate
https://google.com/page49,legitimate
http://update-bank-272.xyz,phishing
https://amazon.com/page66,legitimate
http://secure-facebook-917.xyz,phishing
http://update-facebook-468.xyz,phishing
http://account-facebook-359.xyz,phishing
https://amazon.com/page37,legitimate
http://signin-paypal-743.xyz,phishing
https://github.com/page64,legitimate
https://github.com/page73,legitimate
https://wikipedia.org/page19,legitimate
http://secure-bank-720.xyz,phishing
http://verify-paypal-457.xyz,phishing
https://google.com/page7,legitimate
http://login-amazon-523.xyz,phishing
https://google.com/page9,legitimate
http://update-facebook-634.xyz,phishing
http://update-apple-253.xyz,phishing
https://google.com/page7,legitimate
http://login-facebook-426.xyz,phishing
https://google.com/page85,legitimate
https://github.com/page62,legitimate
http://signin-amazon-570.xyz,phishing
https://wikipedia.org/page68,legitimate
https://amazon.com/page41,legitimate
http://account-google-105.xyz,phishing
http://login-bank-449.xyz,phishing
https://microsoft.com/page3,legitimate
http://secure-facebook-668.xyz,phishing
https://amazon.com/page70,legitimate
http://account-bank-452.xyz,phishing
http://verify-apple-956.xyz,phishing
http://signin-amazon-272.xyz,phishing
http://secure-paypal-902.xyz,phishing
http://verify-facebook-387.xyz,phishing
http://account-amazon-975.xyz,phishing
https://google.com/page59,legitimate
http://verify-paypal-119.xyz,phishing
https://google.com/page46,legitimate
https://google.com/page14,legitimate
http://login-facebook-256.xyz,phishing
https://google.com/page42,legitimate
https://github.com/page97,legitimate
http://secure-bank-467.xyz,phishing
http://secure-amazon-114.xyz,phishing
http://login-bank-802.xyz,phishing
http://verify-amazon-943.xyz,phishing
http://login-amazon-778.xyz,phishing
http://signin-apple-107.xyz,phishing
https://microsoft.com/page66,legitimate
https://github.com/page59,legitimate
http://verify-amazon-683.xyz,phishing
http://update-amazon-168.xyz,phishing
https://wikipedia.org/page1,legitimate
http://login-amazon-869.xyz,phishing
https://microsoft.com/page65,legitimate
https://google.com/page11,legitimate
http://verify-apple-720.xyz,phishing
http://account-paypal-769.xyz,phishing
https://github.com/page85,legitimate
http://secure-google-213.xyz,phishing
https://amazon.com/page42,legitimate
http://update-bank-320.xyz,phishing
http://secure-amazon-477.xyz,phishing
https://wikipedia.org/page41,legitimate
https://microsoft.com/page54,legitimate
http://update-paypal-412.xyz,phishing
https://microsoft.com/page74,legitimate
https://wikipedia.org/page89,legitimate
https://wikipedia.org/page87,legitimate
http://verify-paypal-410.xyz,phishing
https://google.com/page2,legitimate
http://update-facebook-732.xyz,phishing
https://microsoft.com/page50,legitimate
https://google.com/page92,legitimate
http://secure-bank-645.xyz,phishing
https://github.com/page88,legitimate
http://secure-amazon-804.xyz,phishing
http://account-amazon-801.xyz,phishing
http://signin-bank-125.xyz,phishing
https://wikipedia.org/page55,legitimate
https://wikipedia.org/page57,legitimate
http://signin-paypal-399.xyz,phishing
https://github.com/page51,legitimate
https://amazon.com/page80,legitimate
http://account-amazon-338.xyz,phishing
http://account-bank-410.xyz,phishing
http://account-apple-656.xyz,phishing
https://wikipedia.org/page99,legitimate
https://amazon.com/page22,legitimate
https://google.com/page69,legitimate
https://amazon.com/page49,legitimate
http://signin-apple-173.xyz,phishing
https://wikipedia.org/page54,legitimate
https://microsoft.com/page27,legitimate
https://microsoft.com/page18,legitimate
https://wikipedia.org/page37,legitimate
https://google.com/page14,legitimate
https://microsoft.com/page11,legitimate
http://login-paypal-996.xyz,phishing
http://signin-amazon-836.xyz,phishing
https://amazon.com/page65,legitimate
https://amazon.com/page29,legitimate
https://amazon.com/page64,legitimate
http://login-bank-513.xyz,phishing
https://wikipedia.org/page88,legitimate
https://google.com/page43,legitimate
http://update-amazon-156.xyz,phishing
http://login-apple-866.xyz,phishing
https://github.com/page43,legitimate
https://microsoft.com/page27,legitimate
https://google.com/page14,legitimate
http://verify-bank-938.xyz,phishing
https://amazon.com/page36,legitimate
http://update-facebook-309.xyz,phishing
http://login-paypal-819.xyz,phishing
http://secure-amazon-409.xyz,phishing
http://verify-apple-130.xyz,phishing
http://update-apple-960.xyz,phishing
https://github.com/page97,legitimate
http://account-google-423.xyz,phishing
https://github.com/page86,legitimate
https://wikipedia.org/page67,legitimate
https://google.com/page42,legitimate
http://verify-paypal-449.xyz,phishing
http://verify-facebook-974.xyz,phishing
http://login-amazon-329.xyz,phishing
https://microsoft.com/page2,legitimate
http://account-bank-840.xyz,phishing
https://microsoft.com/page84,legitimate
https://microsoft.com/page27,legitimate
https://microsoft.com/page45,legitimate
http://verify-facebook-754.xyz,phishing
https://amazon.com/page7,legitimate
http://signin-amazon-639.xyz,phishing
http://account-amazon-489.xyz,phishing
https://microsoft.com/page91,legitimate
https://google.com/page30,legitimate
http://update-facebook-738.xyz,phishing
https://microsoft.com/page15,legitimate
http://secure-amazon-529.xyz,phishing
http://secure-apple-661.xyz,phishing
https://wikipedia.org/page41,legitimate
http://verify-amazon-166.xyz,phishing
https://amazon.com/page81,legitimate
https://github.com/page12,legitimate
http://verify-paypal-839.xyz,phishing
https://github.com/page6,legitimate
http://account-apple-147.xyz,phishing
https://amazon.com/page37,legitimate
http://login-amazon-728.xyz,phishing
http://account-apple-173.xyz,phishing
http://verify-paypal-144.xyz,phishing
https://google.com/page4,legitimate
https://google.com/page38,legitimate
http://account-bank-129.xyz,phishing
http://login-google-147.xyz,phishing
https://github.com/page67,legitimate
https://google.com/page80,legitimate
http://login-google-623.xyz,phishing
http://verify-apple-910.xyz,phishing
https://wikipedia.org/page24,legitimate
https://wikipedia.org/page98,legitimate
http://secure-apple-982.xyz,phishing
http://signin-facebook-209.xyz,phishing
https://google.com/page4,legitimate
https://google.com/page71,legitimate
https://microsoft.com/page47,legitimate
https://microsoft.com/page84,legitimate
https://wikipedia.org/page90,legitimate
https://google.com/page92,legitimate
http://secure-paypal-188.xyz,phishing
http://update-google-790.xyz,phishing
http://signin-paypal-480.xyz,phishing
http://secure-amazon-546.xyz,phishing
https://amazon.com/page39,legitimate
https://wikipedia.org/page90,legitimate
http://login-google-596.xyz,phishing
https://microsoft.com/page87,legitimate
https://microsoft.com/page15,legitimate
http://secure-google-813.xyz,phishing
https://amazon.com/page18,legitimate
http://update-paypal-868.xyz,phishing
https://wikipedia.org/page73,legitimate
https://google.com/page4,legitimate
https://wikipedia.org/page60,legitimate
https://microsoft.com/page91,legitimate
https://google.com/page47,legitimate
https://wikipedia.org/page5,legitimate
http://login-bank-533.xyz,phishing
https://github.com/page34,legitimate
https://microsoft.com/page2,legitimate
http://update-paypal-990.xyz,phishing
http://signin-paypal-176.xyz,phishing
https://google.com/page65,legitimate
http://signin-amazon-101.xyz,phishing
http://login-facebook-108.xyz,phishing
http://secure-apple-264.xyz,phishing
http://secure-google-671.xyz,phishing
http://verify-apple-229.xyz,phishing
http://update-bank-245.xyz,phishing
https://wikipedia.org/page68,legitimate
http://account-bank-491.xyz,phishing
http://update-bank-543.xyz,phishing
http://update-amazon-681.xyz,phishing
http://update-apple-794.xyz,phishing
https://wikipedia.org/page40,legitimate
https://google.com/page89,legitimate
https://amazon.com/page84,legitimate
http://update-apple-446.xyz,phishing
http://login-amazon-280.xyz,phishing
https://google.com/page55,legitimate
https://github.com/page31,legitimate
https://amazon.com/page96,legitimate
https://github.com/page39,legitimate
https://github.com/page87,legitimate
https://amazon.com/page34,legitimate
http://signin-facebook-594.xyz,phishing
https://microsoft.com/page70,legitimate
https://amazon.com/page50,legitimate
https://amazon.com/page99,legitimate
https://microsoft.com/page80,legitimate
http://login-apple-330.xyz,phishing
http://signin-amazon-122.xyz,phishing
https://microsoft.com/page61,legitimate
http://account-google-291.xyz,phishing
http://login-facebook-816.xyz,phishing
http://verify-apple-572.xyz,phishing
https://wikipedia.org/page93,legitimate
https://wikipedia.org/page91,legitimate
http://verify-paypal-671.xyz,phishing
https://wikipedia.org/page24,legitimate
https://amazon.com/page53,legitimate
https://wikipedia.org/page41,legitimate
http://update-amazon-625.xyz,phishing
http://account-facebook-315.xyz,phishing
http://login-facebook-488.xyz,phishing
https://microsoft.com/page12,legitimate
http://secure-amazon-936.xyz,phishing
http://update-google-147.xyz,phishing
https://microsoft.com/page37,legitimate
http://account-amazon-834.xyz,phishing
http://account-amazon-711.xyz,phishing
http://signin-facebook-799.xyz,phishing
https://github.com/page91,legitimate
https://github.com/page23,legitimate
http://signin-bank-972.xyz,phishing
http://account-google-262.xyz,phishing
https://google.com/page66,legitimate
http://login-google-308.xyz,phishing
https://microsoft.com/page60,legitimate
https://google.com/page81,legitimate
https://amazon.com/page9,legitimate
http://login-apple-869.xyz,phishing
http://signin-facebook-553.xyz,phishing
http://login-bank-121.xyz,phishing
https://wikipedia.org/page90,legitimate
http://update-apple-792.xyz,phishing
https://wikipedia.org/page51,legitimate
http://account-facebook-914.xyz,phishing
https://wikipedia.org/page16,legitimate
http://update-bank-626.xyz,phishing
http://update-google-421.xyz,phishing
https://wikipedia.org/page97,legitimate
https://microsoft.com/page94,legitimate
http://login-apple-106.xyz,phishing
https://amazon.com/page38,legitimate
http://secure-facebook-661.xyz,phishing
https://amazon.com/page45,legitimate
https://google.com/page69,legitimate
http://signin-google-487.xyz,phishing
https://github.com/page76,legitimate
https://wikipedia.org/page90,legitimate
https://github.com/page78,legitimate
https://github.com/page95,legitimate
http://login-facebook-289.xyz,phishing
https://wikipedia.org/page56,legitimate
https://wikipedia.org/page20,legitimate
https://amazon.com/page64,legitimate
http://account-apple-478.xyz,phishing
http://secure-apple-497.xyz,phishing
http://account-facebook-811.xyz,phishing
https://github.com/page84,legitimate
https://microsoft.com/page76,legitimate
https://amazon.com/page56,legitimate
http://secure-google-961.xyz,phishing
http://login-facebook-437.xyz,phishing
http://verify-amazon-983.xyz,phishing
https://wikipedia.org/page75,legitimate
http://signin-apple-107.xyz,phishing
https://github.com/page37,legitimate
http://secure-apple-107.xyz,phishing
http://verify-bank-539.xyz,phishing
http://signin-apple-703.xyz,phishing
http://login-facebook-859.xyz,phishing
https://google.com/page10,legitimate
http://login-apple-753.xyz,phishing
https://google.com/page31,legitimate
http://account-facebook-860.xyz,phishing
https://microsoft.com/page72,legitimate
http://signin-google-473.xyz,phishing
https://wikipedia.org/page77,legitimate
https://github.com/page26,legitimate
https://microsoft.com/page64,legitimate
http://account-facebook-838.xyz,phishing
http://verify-amazon-506.xyz,phishing
https://github.com/page35,legitimate
https://microsoft.com/page51,legitimate
http://signin-amazon-415.xyz,phishing
http://account-facebook-286.xyz,phishing
http://verify-amazon-446.xyz,phishing
http://account-google-384.xyz,phishing
https://amazon.com/page59,legitimate
https://google.com/page62,legitimate
http://login-paypal-888.xyz,phishing
http://verify-amazon-905.xyz,phishing
http://update-google-576.xyz,phishing
https://microsoft.com/page47,legitimate
http://signin-paypal-205.xyz,phishing
http://login-paypal-250.xyz,phishing
http://account-google-843.xyz,phishing
https://amazon.com/page66,legitimate
https://wikipedia.org/page25,legitimate
http://update-google-275.xyz,phishing
https://wikipedia.org/page43,legitimate
https://github.com/page71,legitimate
http://signin-facebook-449.xyz,phishing
http://account-apple-543.xyz,phishing
http://verify-facebook-303.xyz,phishing
http://update-facebook-833.xyz,phishing
https://amazon.com/page45,legitimate
https://amazon.com/page60,legitimate
https://google.com/page64,legitimate
https://microsoft.com/page55,legitimate
http://login-apple-539.xyz,phishing
https://microsoft.com/page46,legitimate
http://secure-paypal-481.xyz,phishing
http://verify-amazon-607.xyz,phishing
http://account-bank-636.xyz,phishing
https://github.com/page65,legitimate
http://signin-bank-416.xyz,phishing
https://github.com/page58,legitimate
https://amazon.com/page23,legitimate
http://update-apple-510.xyz,phishing
https://microsoft.com/page56,legitimate
http://update-google-333.xyz,phishing
https://wikipedia.org/page56,legitimate
http://secure-bank-308.xyz,phishing
http://secure-bank-836.xyz,phishing
https://microsoft.com/page10,legitimate
http://secure-bank-119.xyz,phishing
https://microsoft.com/page41,legitimate
https://google.com/page13,legitimate
https://github.com/page4,legitimate
http://secure-amazon-723.xyz,phishing
https://github.com/page32,legitimate
http://secure-paypal-982.xyz,phishing
http://update-amazon-326.xyz,phishing
https://github.com/page38,legitimate
https://microsoft.com/page72,legitimate
http://account-paypal-279.xyz,phishing
https://wikipedia.org/page63,legitimate
http://secure-facebook-703.xyz,phishing
http://account-bank-837.xyz,phishing
https://github.com/page94,legitimate
https://google.com/page35,legitimate
http://verify-amazon-771.xyz,phishing
http://verify-paypal-791.xyz,phishing
https://google.com/page60,legitimate
http://account-amazon-668.xyz,phishing
https://wikipedia.org/page90,legitimate
http://login-paypal-661.xyz,phishing
http://login-bank-706.xyz,phishing
http://update-amazon-735.xyz,phishing
http://signin-amazon-939.xyz,phishing
https://google.com/page54,legitimate
http://update-bank-757.xyz,phishing
http://login-bank-660.xyz,phishing
http://verify-apple-300.xyz,phishing
http://secure-bank-395.xyz,phishing
https://google.com/page92,legitimate
http://secure-google-175.xyz,phishing
http://secure-amazon-208.xyz,phishing
https://wikipedia.org/page49,legitimate
http://login-facebook-798.xyz,phishing
https://microsoft.com/page59,legitimate
http://secure-amazon-762.xyz,phishing
https://amazon.com/page30,legitimate
http://update-paypal-849.xyz,phishing
http://login-paypal-162.xyz,phishing
https://google.com/page46,legitimate
http://login-facebook-239.xyz,phishing
http://signin-facebook-644.xyz,phishing
https://wikipedia.org/page79,legitimate
http://account-bank-106.xyz,phishing
https://microsoft.com/page13,legitimate
http://account-bank-565.xyz,phishing
http://update-amazon-485.xyz,phishing
https://microsoft.com/page69,legitimate
https://microsoft.com/page6,legitimate
https://amazon.com/page9,legitimate
http://update-facebook-198.xyz,phishing
http://signin-google-292.xyz,phishing
https://amazon.com/page71,legitimate
https://microsoft.com/page59,legitimate
https://amazon.com/page34,legitimate
http://account-bank-322.xyz,phishing
http://verify-bank-545.xyz,phishing
https://github.com/page62,legitimate
https://wikipedia.org/page59,legitimate
https://amazon.com/page89,legitimate
http://update-facebook-233.xyz,phishing
http://secure-apple-185.xyz,phishing
https://microsoft.com/page5,legitimate
http://account-amazon-253.xyz,phishing
http://verify-apple-888.xyz,phishing
http://account-google-628.xyz,phishing
https://microsoft.com/page55,legitimate
http://account-apple-694.xyz,phishing
http://account-bank-818.xyz,phishing
http://signin-apple-739.xyz,phishing
http://login-paypal-302.xyz,phishing
http://secure-facebook-560.xyz,phishing
https://microsoft.com/page8,legitimate
http://secure-apple-154.xyz,phishing
http://login-facebook-395.xyz,phishing
http://verify-amazon-148.xyz,phishing
https://github.com/page40,legitimate
http://update-paypal-204.xyz,phishing
https://wikipedia.org/page19,legitimate
https://google.com/page43,legitimate
http://verify-bank-871.xyz,phishing
https://wikipedia.org/page42,legitimate
https://microsoft.com/page49,legitimate
https://google.com/page74,legitimate
https://microsoft.com/page36,legitimate
http://verify-bank-666.xyz,phishing
http://secure-google-396.xyz,phishing
http://account-google-804.xyz,phishing
http://verify-amazon-998.xyz,phishing
https://amazon.com/page42,legitimate
https://microsoft.com/page22,legitimate
http://signin-apple-523.xyz,phishing
https://amazon.com/page41,legitimate
https://google.com/page9,legitimate
https://google.com/page12,legitimate
http://account-bank-715.xyz,phishing
https://amazon.com/page85,legitimate
https://wikipedia.org/page57,legitimate
https://wikipedia.org/page71,legitimate
https://google.com/page23,legitimate
https://amazon.com/page51,legitimate
https://wikipedia.org/page17,legitimate
http://login-apple-131.xyz,phishing
http://verify-facebook-412.xyz,phishing
https://amazon.com/page77,legitimate
https://microsoft.com/page24,legitimate
http://account-google-775.xyz,phishing
https://wikipedia.org/page35,legitimate
https://microsoft.com/page93,legitimate
https://github.com/page79,legitimate
https://github.com/page56,legitimate
http://signin-amazon-804.xyz,phishing
https://google.com/page13,legitimate
https://google.com/page13,legitimate
https://amazon.com/page92,legitimate
https://wikipedia.org/page52,legitimate
http://signin-amazon-741.xyz,phishing
